"img-link href","photo-count","list-view-price","list-view-date","left","celly","celly 2","celly 3","celly 4","list-view-location","img-wrp href","he-lazy-image src","list-view-header","he-lazy-image src 2"
"https://www.hepsiemlak.com/mugla-bodrum-turkkuyusu-kiralik/daire/143801-7","23","35.000","26-03-2024","Kiralık Daire","2 +
                        1","100 m²","5
                      Yaşında","Bahçe Katı","Bodrum, Türkkuyusu Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/roses-homes-143801/gul-pekel-4051493","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/4/8/2/5/3/2/4/1710363474-682112-42352842.jpeg","Bodrum Merkezde Kiralık Kale Manzaralı Daireler","https://hecdnnw.hemlak.com/mncropresize/68/68/firmuser/3/9/4/1/5/0/4/73634616-e295-45eb-9d75-be5d3b113ab2.jpg"
"https://www.hepsiemlak.com/mugla-milas-oren-kiralik/villa/140923-110","26","20.000","01-04-2024","Kiralık Villa","3 +
                        1","125 m²","11
                      Yaşında","","Milas, Ören Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/6/9/6/7/9/1/4/a16c3199-18c2-4f53-96b5-b551925768aa.jpeg","Milas Ören Örnaz Sitesinde Denize Sıfır 3+1 Mekeze Yakın Eşyalı Acil",""
"https://www.hepsiemlak.com/mugla-bodrum-bitez-kiralik/daire/133078-119","26","10.000","03-04-2024","Kiralık Daire","1 +
                        1","30 m²","9
                      Yaşında","Bahçe Katı","Bodrum, Bitez Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/funda-gayrimenkul-133078/sultan-funda-oruc-3524415","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/0/2/7/8/8/0/4/1685703897438-40887202.jpg","Bitez Yalısın Da Eşyalı Senelik Kiralık Stüdyo.","https://hecdnnw.hemlak.com/mncropresize/68/68/firmuser/5/1/4/4/2/5/3/92d6faff-d401-484b-9d50-29e6beb95a52.jpg"
"https://www.hepsiemlak.com/mugla-bodrum-gumbet-kiralik/mustakil-ev/77493-2171","26","50.000","26-03-2024","Kiralık Müstakil Ev","2 +
                        1","80 m²","3
                      Yaşında","","Bodrum, Gümbet Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/simurg-gayrimenkul-77493/senay-bagci-1465795","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/9/3/2/9/3/2/4/d7b16a8b-f892-4d24-b6cd-f1c6046c3aec.jpg","Bitez' De Köy İçinde Büyük Bahçe İçinde Tek Katlı Yaz Kış Kiralık Villa","https://hecdnnw.hemlak.com/mncropresize/68/68/firmuser/5/9/7/5/6/4/1/cfd95643-7777-4777-9ed5-308f336e7a65.jpg"
"https://www.hepsiemlak.com/mugla-milas-emek-kiralik/daire/61330-578","17","10.000","27-03-2024","Kiralık Daire","1 +
                        1","55 m²","Sıfır Bina","Yüksek Giriş","Milas, Emek Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/mehmet-emlak-milas-61330/mehmet-kirkik-1114502","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/9/6/5/4/1/2/4/1706881283153-42145695.jpg","Milas Merkez Emek'te Kiralık Sıfır Daire","https://hecdnnw.hemlak.com/mncropresize/68/68/firmuser/2/0/5/4/1/1/1/b06b67ed-6408-43e2-b126-18aa64c041fd.jpg"
"https://www.hepsiemlak.com/mugla-dalaman-merkez-kiralik/daire/127899-133","12","11.000","15-04-2024","Kiralık Daire","2 +
                        1","80 m²","7
                      Yaşında","Teras Katı","Dalaman, Merkez Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/6/3/9/9/1/2/4/1707826971457-42199360.jpg","Dalaman Da 2+1eşyalı Müstakil Binada Teras Katı",""
"https://www.hepsiemlak.com/mugla-marmaris-orhaniye-kiralik/villa/144310-6","11","3.000","09-04-2024","Kiralık Villa","2 +
                        1","90 m²","1
                      Yaşında","","Marmaris, Orhaniye Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/tatil-merasi-144310/galip-pala-4070587","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/9/7/0/5/4/2/4/8375587f-10fa-41ef-abe8-8d9a79c8070d.jpg","(tatil-22) Marmaris Kiralık(günlük) 2+1 Taş Ev-1","https://www.hepsiemlak.com/_nuxt/img/no-image-user.6f6a83e.svg"
"https://www.hepsiemlak.com/mugla-ortaca-fevziye-kiralik/daire/82884-1245","8","10.000","15-04-2024","Kiralık Daire","1 +
                        1","70 m²","10
                      Yaşında","2. Kat","Ortaca, Fevziye Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/elit-emlak-82884","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/9/3/9/0/1/2/4/1706272159-85442-42109399.jpeg","Ortaca Fevziye Mah. Full Eşyalı 1+1  Kiralık Ev","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/4/8/8/2/8/0/b0b1033e-def7-4834-b768-b78c05536ebb.jpg"
"https://www.hepsiemlak.com/mugla-marmaris-turunc-kiralik/daire/110811-176","11","18.000","14-04-2024","Kiralık Daire","2 +
                        1","95 m²","25
                      Yaşında","En Üst Kat","Marmaris, Turunç Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/local-emlak-110811","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/2/8/5/8/4/2/4/1713120320-094269-42485824.jpeg","Kiralık Yılık Sezonluk","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/1/1/8/0/1/1/6f230000-207c-4c35-ba16-035a6688ee27.jpg"
"https://www.hepsiemlak.com/mugla-bodrum-yalikavak-kiralik/villa/56203-4527","23","400.000","08-04-2024","Kiralık Villa","3 +
                        1","550 m²","10
                      Yaşında","","Bodrum, Yalıkavak Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/yalihan-gayrimenkul-56203/ayhan-kucuk-1045775","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/1/3/8/9/3/2/4/0d6b78d3-82b8-41ef-a11e-2b0923383d38.jpg","Bodrum Yalıkavak Deniz Manzaralı Özel Havuzlu 3+1 Kiralık Villa","https://hecdnnw.hemlak.com/mncropresize/68/68/firmuser/5/7/7/5/4/0/1/4d8c75eb-b0b7-4e24-a702-438e26fd489a.jpg"
"https://www.hepsiemlak.com/mugla-mentese-kotekli-kiralik/daire/88464-1191","11","8.000","16-04-2024","Kiralık Daire","2 +
                        1","65 m²","1
                      Yaşında","Bodrum","Menteşe, Kötekli Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/bimak-gayrimenkul-otomotiv-as-88464","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/8/2/4/5/7/9/3/1667558216-649323-39754289.jpeg","Yücelen Hast.Civarı Eşyalı Bodrum Kat Fırsat 2+1 Daire","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/4/6/4/8/8/0/7d370db3-2558-4e67-8a07-aba088f2a0f9.jpg"
"https://www.hepsiemlak.com/mugla-bodrum-konacik-kiralik/daire/131129-239","13","40.000","09-04-2024","Kiralık Daire","2 +
                        1","90 m²","12
                      Yaşında","Bahçe Katı","Bodrum, Konacık Mahallesi","","","Kiralık Konacık Manzaralı Eşyalı 2+1 2 Banyolu Bahçe Katı Daire",""
"https://www.hepsiemlak.com/mugla-dalaman-atakent-kiralik/daire/4156-1181","9","12.000","02-04-2024","Kiralık Daire","1 +
                        1","70 m²","Sıfır Bina","Bahçe Katı","Dalaman, Atakent Mahallesi","","","Naz-Em'den Dalaman Atakent'te Park Orman Sitesinde 1+1 65m2 Bahçe Katı",""
"https://www.hepsiemlak.com/mugla-datca-iskele-kiralik/daire/122173-886","17","20.000","30-03-2024","Kiralık Daire","2 +
                        1","90 m²","5
                      Yaşında","1. Kat","Datça, İskele Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/premar-datcalodos-122173","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/3/7/1/2/2/1/af16722c-d37b-4f70-9fd8-75c97834580e.jpg","Premar Datça Tam Merkez'de 2+1 Deniz Manzaralı Kiralık Daire",""
"https://www.hepsiemlak.com/mugla-bodrum-yenikoy-kiralik/daire/5632-8639","14","28.000","20-03-2024","Kiralık Daire","2 +
                        1","90 m²","26
                      Yaşında","2. Kat","Bodrum, Yeniköy Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/7/2/9/7/3/2/4/1710841691-3951-42379274.jpeg","Bodrum Yokuşbaşı Yenilenmiş Yıllık Kiralık Daire",""
"https://www.hepsiemlak.com/mugla-fethiye-camkoy-kiralik/daire/135756-93","13","15.000","14-04-2024","Kiralık Daire","2 +
                        1","100 m²","3
                      Yaşında","Bahçe Katı","Fethiye, Çamköy Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/koordinat-emlak-135756","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/6/8/4/8/4/2/4/9387d521-7b26-40cd-b0a7-2ac8073e74d2.jpg","Fethiye Çamköyde Full Eşyalı Kiralık Bahçekatı 2+1 Daire","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/6/5/7/5/3/1/da28e2e5-074f-484f-baf3-e258fb29f723.jpg"
"https://www.hepsiemlak.com/mugla-marmaris-orhaniye-kiralik/yazlik/142859-11","4","13.000","14-04-2024","Kiralık Yazlık","1 +
                        1","40 m²","61
                      Yaşında","Zemin","Marmaris, Orhaniye Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/9/6/5/8/4/2/4/1713079463-786141-42485694.jpeg","Marmaris Orhaniye Mahallesi’nde Yazlık",""
"https://www.hepsiemlak.com/mugla-bodrum-gundogan-kiralik/villa/51505-373","16","60.000","29-03-2024","Kiralık Villa","3 +
                        1","180 m²","14
                      Yaşında","","Bodrum, Gündoğan Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/5/8/4/2/6/9/3/65132388-a3d9-444a-b5d7-4507054bd579.jpeg","Bodrum Gündoğan Merkez'de Kiralık Müstakil Villa",""
"https://www.hepsiemlak.com/mugla-bodrum-gumbet-kiralik/villa/43161-10800","30","400.000","28-03-2024","Kiralık Villa","3 +
                        1","130 m²","30
                      Yaşında","","Bodrum, Gümbet Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/3/2/1/8/3/2/4/cf635ded-cc82-4f1c-8db1-90a78bac4bc7.jpg","Bodrum'da Sezonluk Kiralık Müstakil Villa",""
"https://www.hepsiemlak.com/mugla-bodrum-bitez-kiralik/villa/107582-3175","9","160.000","08-04-2024","Kiralık Villa","2 +
                        1","120 m²","30
                      Yaşında","","Bodrum, Bitez Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/keller-williams-karma-gayrimenkul-kw-karma-107582","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/0/0/6/7/4/2/4/1712592968-890626-42476009.jpeg","Bitez Aktur Sitesin’de Kiralık Villa 2+1","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/2/8/5/7/0/1/efcfe045-b7fe-45fe-85bf-19f6e0e7a275.jpg"
"https://www.hepsiemlak.com/mugla-bodrum-gumbet-kiralik/daire/9927-1326","9","60.000","22-03-2024","Kiralık Daire","2 +
                        1","80 m²","1
                      Yaşında","Bahçe Katı","Bodrum, Gümbet Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/4/9/4/9/3/2/4/b92b19f1-4101-4ff1-a9c6-40579e1c9ab6.jpg","Lüks Site İçinde Müstakil Bahçeli Rezidans Daire",""
"https://www.hepsiemlak.com/mugla-ortaca-eksiliyurt-kiralik/daire/98640-1001","17","15.000","20-03-2024","Kiralık Daire","1 +
                        1","80 m²","6
                      Yaşında","2. Kat","Ortaca, Ekşiliyurt Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/gunaydin-gayrimenkul-98640","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/9/1/6/8/3/2/4/50ab5cae-a20a-43bc-8392-a2ac58fbd3d7.jpg","Ortaca Ekşiliyurt Mahallesinde Eşyalı 1+1 Dairemiz Kiralıktır...","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/0/4/6/8/9/0/72931a8a-7421-46f7-8aad-944ccd7e8c58.jpg"
"https://www.hepsiemlak.com/mugla-milas-gulluk-kiralik/daire/122924-109","15","18.000","14-04-2024","Kiralık Daire","2 +
                        1","80 m²","5
                      Yaşında","Yüksek Giriş","Milas, Güllük Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/samet-emlak-122924","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/1/2/3/4/0/2/4/1705085338323-42043217.jpg","Muğla Milas Güllükte Kiralik Eşyalı Full Deniz Manzaralı 2+1daire","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/4/2/9/2/2/1/cc830c55-4c5d-474b-a089-5f3e7476d0f3.jpg"
"https://www.hepsiemlak.com/mugla-bodrum-yenikoy-kiralik/daire/138060-52","24","33.000","15-04-2024","Kiralık Daire","2 +
                        1","95 m²","18
                      Yaşında","Giriş Katı","Bodrum, Yeniköy Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/bodrumda-firsat-gayrimenkul-danismanligi-138060","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/8/1/0/0/3/2/4/5c843741-d46e-46b1-b00a-16e045441587.jpg","Bodrum Marina Giriş Katı Eşyalı Yıllık Kiralık Daire","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/0/6/0/8/3/1/02ed33ca-4255-468e-aef6-9b6e3c13cabe.jpg"
"https://www.hepsiemlak.com/mugla-bodrum-turkbuku-kiralik/villa/6897-3693","19","350.000","18-03-2024","Kiralık Villa","4 +
                        1","250 m²","11
                      Yaşında","","Bodrum, Türkbükü Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/exper-exper-6897","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/1/2/6/0/3/2/4/5002f4d4-61c0-493a-9af2-e3ceaa21e799.jpg","Bodrum Türkbükü İskelesi Olan Sitede Sezonda Kiralık Özel Havuzlu Villa","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/7/9/8/6/0/0/9ad4c8c6-2fd8-4d59-bb14-a57f8e27c586.jpg"
"https://www.hepsiemlak.com/mugla-ortaca-sarigerme-kiralik/villa/94602-638","18","5.000","16-04-2024","Kiralık Villa","2 +
                        1","160 m²","1
                      Yaşında","","Ortaca, Sarıgerme Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/azur-mavi-gayrimenkul-94602","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/3/7/7/0/4/2/4/b47e08f9-ab23-42ee-a460-3c0f1cdbac9b.jpeg","Sarıgerme'de Özel Havuzlu Günlük Haftalık Kiralık Villa","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/2/0/6/4/9/0/a267b43e-7fa2-410b-8e6d-d6e9a4797481.jpg"
"https://www.hepsiemlak.com/mugla-marmaris-kemeralti-kiralik/daire/124101-720","21","30.000","20-03-2024","Kiralık Daire","2 +
                        1","120 m²","25
                      Yaşında","3. Kat","Marmaris, Kemeraltı Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/ege-emlak-yatirim-124101","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/2/1/8/8/3/2/4/1710964700-54845-42388120.jpeg","Ege Emlak Yatırımdan Marmaris Kemeraltın ' Da Denize 50 Metre  Full Eşyalı Geniş 2+1 Kiralık Daire","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/1/0/1/4/2/1/54cbe0d9-cd03-40da-bc3d-d9e1074f6588.jpg"
"https://www.hepsiemlak.com/mugla-bodrum-bahcelievler-kiralik/mustakil-ev/65634-3516","21","45.000","20-03-2024","Kiralık Müstakil Ev","3 +
                        1","140 m²","4
                      Yaşında","","Bodrum, Bahçelievler Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/akya-emlak-65634","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/8/1/5/5/2/2/4/1708701164559-42255184.jpg","Bodrum Turgutreis Merkezde Kiralik 3+1 Tek Kat Müstakil Villa","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/4/3/6/5/6/0/96c21c78-017d-4940-992c-1cbe9fe36b78.jpg"
"https://www.hepsiemlak.com/mugla-mentese-orhaniye-kiralik/daire/117004-362","14","20.000","02-04-2024","Kiralık Daire","3 +
                        1","130 m²","11
                      Yaşında","2. Kat","Menteşe, Orhaniye Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/emre-group-vip-gayrimenkul-117004","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/3/3/9/4/4/2/4/fd71cd9c-217b-42d7-a55b-ca700d436955.jpeg","Muğla/ Menteşe Orhaniye Mahallesi 3+1 Kiralık Daire","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/4/0/0/7/1/1/bae4c32e-f041-47fc-8d42-017816c389ee.jpg"
"https://www.hepsiemlak.com/mugla-milas-haci-ilyas-kiralik/daire/74241-1018","14","12.000","31-03-2024","Kiralık Daire","2 +
                        1","100 m²","10
                      Yaşında","2. Kat","Milas, Hacı İlyas Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/4/7/8/3/4/2/4/1711877691275-42438746.jpg","Milas Çarşı Da Kiralık 2+1 Ev",""
"https://www.hepsiemlak.com/mugla-bodrum-turgutreis-kiralik/daire/88205-822","14","20.000","10-04-2024","Kiralık Daire","2 +
                        1","90 m²","16
                      Yaşında","Bahçe Katı","Bodrum, Turgutreis Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/hedef-emlak-88205","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/1/2/2/7/3/2/4/24ad2a18-b36e-43ed-9f7a-b270aae69ecf.jpeg","Hedef Emlak'tan Turgutreis'te Kiralık 2+1 Daire...","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/5/0/2/8/8/0/ca016aa9-930b-491b-9f29-d55d4c338da5.jpg"
"https://www.hepsiemlak.com/mugla-bodrum-gumbet-kiralik/mustakil-ev/0-42393578","3","21.000","23-03-2024","Kiralık Müstakil Ev","2 +
                        1","950 m²","5
                      Yaşında","","Bodrum, Gümbet Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/7/5/3/9/3/2/4/1711053793260-42393578.jpg","2+1 Eşyalı Sahibinden",""
"https://www.hepsiemlak.com/mugla-bodrum-koyunbaba-kiralik/daire/5343-10614","34","60.000","05-04-2024","Kiralık Daire","2 +
                        1","164 m²","5
                      Yaşında","Ara Kat","Bodrum, Koyunbaba Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/keller-williams-bodrum-5343","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/9/5/4/6/4/2/4/7e4d2153-6cd3-4160-82be-8b6f31a93aaa.jpg","Bodrum Pera Gümüşlük Evlerinde Deniz Manzaralı Yıllık Kiralık","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/3/4/3/5/0/0/0a4ee8ff-e0bf-4ec8-9931-d41246fbb5f6.jpg"
"https://www.hepsiemlak.com/mugla-bodrum-muskebi-kiralik/daire/140073-262","32","60.000","15-04-2024","Kiralık Daire","2 +
                        2","100 m²","10
                      Yaşında","Bahçe Katı","Bodrum, Müskebi Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/coldwell-banker-elit-bodrumgayrimenkul-140073","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/2/0/8/8/4/2/4/f691bdb2-dca2-4d1e-bcd5-8cd895caf25a.jpg","Bodrum Ortakent Life Sitesinde Yıllık-4 Aylık Full Eşyalı Bahçe Katı Daire","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/3/7/0/0/4/1/b2bd7933-5065-4976-acbe-d59343823637.jpg"
"https://www.hepsiemlak.com/mugla-fethiye-pazaryeri-kiralik/villa/143931-12","34","40.000","10-04-2024","Kiralık Villa","2 +
                        1","85 m²","1
                      Yaşında","Bahçe Katı","Fethiye, Pazaryeri Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/parinka-emlak-143931","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/1/2/9/7/4/2/4/536b45e6-950f-4e15-99ab-9609eb5da327.jpeg","Fethiye Karapınar'da 15 Mayıs'a Kadar Kiralık Eşyalı Villa","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/1/3/9/3/4/1/9696f68e-c751-4954-93c0-1a4f690ae1c8.jpg"
"https://www.hepsiemlak.com/mugla-ortaca-arikbasi-kiralik/daire/138526-678","29","15.000","09-04-2024","Kiralık Daire","3 +
                        1","145 m²","10
                      Yaşında","3. Kat","Ortaca, Arıkbaşı Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/adress-ailesi-138526","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/6/2/5/8/3/1/d6cf4f1e-4205-4df1-a525-787c6f7612a9.jpg","Adress Ailesinden Dalaman A Yakın Ortaca Da Kapalı Mutfak 3+1geniş  Kiralık Daire",""
"https://www.hepsiemlak.com/mugla-koycegiz-beyobasi-kiralik/villa/130154-340","27","75.000","05-04-2024","Kiralık Villa","4 +
                        1","220 m²","Sıfır Bina","Bahçe Katı","Köyceğiz, Beyobası Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/cittaslow-gayrimenkul-130154","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/4/5/1/0/3/1/28728e14-6b18-44b3-9382-216c71840b1c.jpg","Cittaslow Gayrimenkul'den Köyceğiz Beyobası- Havuzlu Lüks Villa",""
"https://www.hepsiemlak.com/mugla-fethiye-tasyaka-kiralik/daire/137711-289","37","20.000","01-04-2024","Kiralık Daire","2 +
                        1","100 m²","15
                      Yaşında","Ara Kat","Fethiye, Taşyaka Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/hk-grup-emlak-ve-yatirim-danismanligi-137711","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/1/1/7/7/3/1/1d822f04-6f6b-4388-a481-f9ed4c79360c.jpg","Taşyaka Mahallesi Merkezi Konumda 3. Katta Full Eşyalı Kiralık Daire",""
"https://www.hepsiemlak.com/mugla-bodrum-torba-kiralik/villa/144035-16","16","100.000","06-04-2024","Kiralık Villa","3 +
                        1","650 m²","Sıfır Bina","Bahçe Katı","Bodrum, Torba Mahallesi","","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/8/9/8/0/4/2/4/fdc47c48-8ad7-4875-8191-bcee6194599e.jpeg","Bodrum Torba Kiralık Müstakil Villa",""
"https://www.hepsiemlak.com/mugla-koycegiz-zeytinalani-kiralik/villa/138924-232","50","40.000","18-03-2024","Kiralık Villa","5 +
                        2","250 m²","Sıfır Bina","Bahçe Katı","Köyceğiz, Zeytinalanı Mahallesi","https://www.hepsiemlak.com/emlak-ofisi/tuana-emlak-gayrimenkul-138924","https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/9/1/4/7/3/2/4/49c74e88-cda4-4c5b-a9eb-debdf8c87578.jpeg","Tuana Emlaktan Zeytinalanında Kiralık Lüx Villa","https://hecdnnw.hemlak.com/mncropresize/91/68/logo/4/2/9/8/3/1/cf591ef9-5704-4f4c-8f87-77b983c83d0c.jpg"
